
2	0.000783

100	0.0537026
200	0.144452
300	0.370292
400	0.743141
500	1.22939
600	2.0238
700	3.14676
800	4.73233
900	7.15947
1000	13.1363
1100	14.9111
1200	20.1221
1300	28.0698
1400	39.2449
1500	55.7713
1600	65.7099
1700	76.0503
1800	95.8927
1900	106.935
2000	141.677

