100	0.0095094
200	0.105495
300	0.192156
400	0.516077
500	1.09071
600	1.95777
700	3.41772
800	7.8646
900	10.6017
1000	17.4927
1100	20.5495
1200	18.514
1300	33.0447
1400	49.1298
1500	73.1217
1600	91.9254
1700	108.304
1800	138.75
1900	152.672
2000	161.104
2100	163.944
2200	192.977
2300	170.844
2400	164.083
2500	176.885
